sampleID,Sobic.001G010700,Sobic.001G013500,Sobic.001G027100,Sobic.001G032200,Sobic.001G033500,Sobic.001G037100,Sobic.001G039500,Sobic.001G044900,Sobic.001G048200,Sobic.001G064300,Sobic.001G064500,Sobic.001G070600,Sobic.001G071800,Sobic.001G082000,Sobic.001G089500,Sobic.001G091300,Sobic.001G093800,Sobic.001G094550,Sobic.001G114400,Sobic.001G115800,Sobic.001G119700,Sobic.001G123000,Sobic.001G125100,Sobic.001G129000,Sobic.001G139750,Sobic.001G155000,Sobic.001G176700,Sobic.001G180900,Sobic.001G198100,Sobic.001G206100,Sobic.001G212500,Sobic.001G212600,Sobic.001G214100,Sobic.001G218200,Sobic.001G241100,Sobic.001G243000,Sobic.001G252200,Sobic.001G259100,Sobic.001G267233,Sobic.001G270400,Sobic.001G289700,Sobic.001G292000,Sobic.001G295200,Sobic.001G296400,Sobic.001G297000,Sobic.001G322100,Sobic.001G351500,Sobic.001G352400,Sobic.001G352900,Sobic.001G364100,Sobic.001G371900,Sobic.001G389500,Sobic.001G393300,Sobic.001G393500,Sobic.001G398950,Sobic.001G403400,Sobic.001G408800,Sobic.001G412100,Sobic.001G416300,Sobic.001G416500,Sobic.001G426100,Sobic.001G426800,Sobic.001G434500,Sobic.001G442900,Sobic.001G446800,Sobic.001G447300,Sobic.001G461900,Sobic.001G462100,Sobic.001G462200,Sobic.001G489900,Sobic.001G493200,Sobic.001G501000,Sobic.001G510600,Sobic.001G516901,Sobic.001G520000,Sobic.001G523700,Sobic.001G524100,Sobic.001G526100,Sobic.001G536100,Sobic.001G542500,Sobic.002G029100,Sobic.002G039800,Sobic.002G039700,Sobic.002G058300,Sobic.002G067600,Sobic.002G077200,Sobic.002G112100,Sobic.002G114700,Sobic.002G117500,Sobic.002G119100,Sobic.002G122600,Sobic.002G125800,Sobic.002G128200,Sobic.002G128900,Sobic.002G146300,Sobic.002G158500,Sobic.002G161800,Sobic.002G185300,Sobic.002G194900,Sobic.002G198700,Sobic.002G214600,Sobic.002G220900,Sobic.002G221000,Sobic.002G251200,Sobic.002G260900,Sobic.002G264100,Sobic.002G291200,Sobic.002G291800,Sobic.002G305000,Sobic.002G306000,Sobic.002G313900,Sobic.002G319900,Sobic.002G322000,Sobic.002G343300,Sobic.002G359400,Sobic.002G371300,Sobic.002G387200,Sobic.002G387500,Sobic.002G398000,Sobic.002G406400,Sobic.002G406700,Sobic.002G411600,Sobic.002G412800,Sobic.002G424900,Sobic.002G425500,Sobic.002G427900,Sobic.002G431100,Sobic.003G005200,Sobic.003G007500,Sobic.003G008200,Sobic.003G028300,Sobic.003G042900,Sobic.003G050800,Sobic.003G054400,Sobic.003G088700,Sobic.003G092800,Sobic.003G092900,Sobic.003G104200,Sobic.003G124200,Sobic.003G138200,Sobic.003G142700,Sobic.003G149800,Sobic.003G152700,Sobic.003G182800,Sobic.003G192000,Sobic.003G199500,Sobic.003G205300,Sobic.003G218400,Sobic.003G220100,Sobic.003G227100,Sobic.003G228100,Sobic.003G252300,Sobic.003G278500,Sobic.003G290000,Sobic.003G301800,Sobic.003G319700,Sobic.003G344900,Sobic.003G349100,Sobic.003G350300,Sobic.003G355200,Sobic.003G365500,Sobic.003G367800,Sobic.003G391900,Sobic.003G397800,Sobic.003G398100,Sobic.003G407800,Sobic.003G428600,Sobic.003G436700,Sobic.004G007100,Sobic.004G011300,Sobic.004G018800,Sobic.004G049700,Sobic.004G053800,Sobic.004G054700,Sobic.004G060000,Sobic.004G066600,Sobic.004G077800,Sobic.004G084200,Sobic.004G085600,Sobic.004G088200,Sobic.004G091100,Sobic.004G095500,Sobic.004G120100,Sobic.004G123300,Sobic.004G123400,Sobic.004G123600,Sobic.004G128200,Sobic.004G144500,Sobic.004G146500,Sobic.004G155600,Sobic.004G157300,Sobic.004G175500,Sobic.004G177500,Sobic.004G178100,Sobic.004G186800,Sobic.004G193400,Sobic.004G198800,Sobic.004G219400,Sobic.004G226500,Sobic.004G229000,Sobic.004G246700,Sobic.004G249800,Sobic.004G249900,Sobic.004G261900,Sobic.004G270200,Sobic.004G274800,Sobic.004G276400,Sobic.004G285400,Sobic.004G293700,Sobic.004G295800,Sobic.004G302800,Sobic.004G310500,Sobic.004G314700,Sobic.004G320800,Sobic.004G323400,Sobic.004G341100,Sobic.004G341700,Sobic.004G357300,Sobic.005G005000,Sobic.005G014700,Sobic.005G028700,Sobic.005G033000,Sobic.005G033100,Sobic.005G063700,Sobic.005G072300,Sobic.005G077800,Sobic.005G086200,Sobic.005G114800,Sobic.005G118400,Sobic.005G133350,Sobic.005G134100,Sobic.005G144300,Sobic.005G155800,Sobic.005G157000,Sobic.005G165500,Sobic.005G168700,Sobic.005G187300,Sobic.005G194900,Sobic.005G199400,Sobic.005G206700,Sobic.006G000100,Sobic.006G013100,Sobic.006G021000,Sobic.006G027300,Sobic.006G041000,Sobic.006G055000,Sobic.006G062500,Sobic.006G066650,Sobic.006G071362,Sobic.006G082600,Sobic.006G092400,Sobic.006G093800,Sobic.006G099700,Sobic.006G101600,Sobic.006G108200,Sobic.006G109000,Sobic.006G115300,Sobic.006G122500,Sobic.006G142400,Sobic.006G142600,Sobic.006G159900,Sobic.006G173000,Sobic.006G176700,Sobic.006G182200,Sobic.006G184900,Sobic.006G202200,Sobic.006G203600,Sobic.006G216800,Sobic.006G222600,Sobic.006G247100,Sobic.006G247900,Sobic.006G262300,Sobic.006G264300,Sobic.006G267100,Sobic.006G267600,Sobic.006G276000,Sobic.006G281600,Sobic.007G004200,Sobic.007G008800,Sobic.007G020500,Sobic.007G022700,Sobic.007G029700,Sobic.007G054800,Sobic.007G062500,Sobic.007G065300,Sobic.007G071400,Sobic.007G075900,Sobic.007G079400,Sobic.007G097800,Sobic.007G112600,Sobic.007G128800,Sobic.007G143800,Sobic.007G146700,Sobic.007G160700,Sobic.007G165500,Sobic.007G165701,Sobic.007G168400,Sobic.007G176200,Sobic.007G182000,Sobic.007G187200,Sobic.007G190000,Sobic.007G191600,Sobic.007G200600,Sobic.007G200700,Sobic.007G200900,Sobic.007G210000,Sobic.007G217300,Sobic.007G223500,Sobic.008G002500,Sobic.008G003700,Sobic.008G041700,Sobic.008G042700,Sobic.008G067100,Sobic.008G068100,Sobic.008G077600,Sobic.008G080000,Sobic.008G089700,Sobic.008G097600,Sobic.008G098600,Sobic.008G101300,Sobic.008G101600,Sobic.008G118400,Sobic.008G129900,Sobic.008G132700,Sobic.008G135200,Sobic.008G143800,Sobic.008G149450,Sobic.008G157200,Sobic.008G165100,Sobic.008G173100,Sobic.008G185500,Sobic.009G017732,Sobic.009G017800,Sobic.009G024400,Sobic.009G027100,Sobic.009G034700,Sobic.009G037800,Sobic.009G045400,Sobic.009G048800,Sobic.009G060300,Sobic.009G064300,Sobic.009G066900,Sobic.009G082600,Sobic.009G096100,Sobic.009G113100,Sobic.009G122000,Sobic.009G154800,Sobic.009G155250,Sobic.009G155700,Sobic.009G161600,Sobic.009G161900,Sobic.009G166200,Sobic.009G181100,Sobic.009G182900,Sobic.009G191000,Sobic.009G201600,Sobic.009G209300,Sobic.009G209900,Sobic.009G210200,Sobic.009G215350,Sobic.009G217000,Sobic.009G245000,Sobic.009G254600,Sobic.009G259200,Sobic.010G000900,Sobic.010G007200,Sobic.010G007300,Sobic.010G023300,Sobic.010G025300,Sobic.010G035400,Sobic.010G086200,Sobic.010G098200,Sobic.010G103000,Sobic.010G104300,Sobic.010G106900,Sobic.010G138800,Sobic.010G150900,Sobic.010G183500,Sobic.010G185700,Sobic.010G190700,Sobic.010G196500,Sobic.010G204500,Sobic.010G211100,Sobic.010G228500,Sobic.010G246200,Sobic.010G251200,Sobic.010G251400,Sobic.010G264200,Sobic.010G264300,Sobic.010G266200,Sobic.010G267600,Sobic.K006100,Sobic.K013100,Sobic.001G280100,Sobic.001G279601,Sobic.004G172800,Sobic.008G015400,treatment
SRR3452717,5.741253101,6.136034547,2.658680154,3.471648165,4.689417367,4.232424151,4.727435628,1.844246238,6.210714587,2.217998398,8.858454498,3.695991809,6.765114076,6.179899379,3.234496416,5.693412828,2.567055218,2.839683515,4.543862573,4.122389287,3.560632425,4.247732129,5.214025733,9.901529924,2.31600784,4.989241619,4.698064086,6.218249861,5.303008097,5.090459599,0.842140518,1.661307239,3.432983986,3.198305711,4.553307845,5.940670243,2.920598769,0.349870246,4.878114838,4.97520012,2.799462441,6.676976845,9.188042454,4.272000264,2.298785572,3.903007217,0,8.844855245,3.941927643,5.8372903,8.389777445,4.564000799,6.248586333,6.413092264,5.179034213,5.335153036,4.462706554,4.583887112,5.272181825,0.543256322,4.077066497,9.048680765,2.492175967,3.119737138,2.261528107,7.635921117,5.011973819,1.647157912,4.982494829,5.190926041,4.436661111,3.048184037,3.65030974,5.20695128,2.090199667,2.960791363,5.499574284,5.65301724,3.894062806,4.741936393,3.977418232,4.640709879,0,6.326523578,4.145861896,3.984582697,5.356841496,3.692773992,4.413061774,5.3578434,4.347828411,5.41206857,6.206501694,5.632282381,5.472575468,2.631267057,6.020970363,3.225317507,3.621173573,4.420662745,8.189347264,4.585668287,0,2.149385872,4.066193061,3.56828048,9.675696289,5.793633376,6.368283051,5.09017235,3.785235928,2.122927777,7.850384781,4.003373582,4.618750087,3.831865286,8.473293031,4.522223518,2.592464213,3.771985909,5.416282515,4.067760284,5.939834399,3.550685722,4.95247261,6.304374852,9.034403373,5.998442537,3.52053854,1.052956977,5.47234551,7.672075991,6.686919898,5.121391075,4.36872226,5.504449134,4.011909299,4.391874585,2.254019511,5.531961541,5.721534803,7.181649403,5.342386559,4.136495416,4.545374803,6.122543972,4.100864397,6.604292041,5.223538509,4.470124626,6.282225349,6.801736977,8.548764889,4.135343439,5.081673928,9.957138805,5.837075725,7.825395746,6.468468936,6.73918686,0.824882694,3.719082547,4.001265049,6.05994826,6.871561623,7.505179408,5.889129596,7.489714705,5.721440007,7.039928424,3.101046586,5.089864371,0,4.259310381,0.69632328,3.624611071,5.134772238,3.019339683,7.406226549,3.637994342,5.411375737,2.976553722,4.385473834,4.453879623,3.91180728,2.627049262,3.546802865,2.617262509,4.990873559,4.700145656,5.982728345,7.564700048,6.639236476,5.347679757,0,10.61050628,2.125236151,6.22800557,4.57142999,6.853355534,3.768318582,7.215698144,6.883364094,5.540011642,4.704750592,2.564461581,3.337120765,3.043388779,5.863407523,7.501008382,6.640980747,5.212021921,4.64769229,7.401215204,6.204514726,4.302971589,3.921076469,7.221627825,0.675619043,7.029267844,4.017763915,3.791443506,3.44647672,4.98949237,5.198129976,3.535369075,4.978397053,4.515414803,5.256450447,2.67198398,10.76121449,4.753628282,4.39541767,4.582492417,6.387839069,4.264883252,4.485916874,4.659040009,3.572693255,3.28151028,7.563286481,4.953655431,2.154834632,3.222668259,4.136691287,2.503735692,7.100201454,3.238427211,2.052453109,6.234753716,3.650195754,3.496338988,5.758352645,5.479683952,5.509082344,3.17336589,6.744777285,5.77642711,5.12516592,4.621325983,2.407293193,6.354381227,9.648023976,6.16202447,4.115338518,5.006801174,5.338000458,3.834956801,4.671365166,7.835390946,4.274993858,4.022134832,7.774659596,0.962195107,3.591885946,3.189830567,1.710644457,3.373271795,5.35708534,3.9757096,5.494579264,4.537630048,5.849614798,6.628120765,3.398840809,2.321574591,4.339420408,6.634023875,3.899487246,5.458327896,1.970058849,4.723244815,6.024960912,7.001797391,4.983534056,4.906111667,5.016527163,5.88205453,3.981125827,4.90897196,6.027047111,3.698989636,4.234178012,1.955517028,4.509891587,2.981380322,4.664324681,7.190126387,3.973710911,5.240959848,6.269042481,1.515312797,4.311435833,2.193903551,5.978082251,3.236245081,5.187619543,4.518720625,5.524377068,1.479361474,5.709908695,3.977355491,6.004346845,6.733415491,5.583391663,1.545754914,4.537936874,5.376659172,2.951076346,3.346941434,4.870560863,2.085888596,8.929447332,3.776348067,4.232051857,7.720941119,3.940652768,2.948860771,4.664437841,4.131651049,3.478493113,7.534442176,3.06183615,3.456028356,6.042813765,3.764577476,2.766725963,5.266611571,3.891186431,4.094913167,5.801566077,6.228074433,0.405977116,0.1742351,4.383169826,5.201814618,3.822779291,6.495218006,6.225901557,4.519144819,6.349078979,9.931338351,4.315689541,7.481307225,3.562976012,3.233891587,6.890788988,5.527072463,6.775930222,7.287283875,4.228495645,3.721302437,3.715709344,7.026103625,3.754978122,4.346901449,4.125926126,5.457307589,3.852161281,3.370080981,5.266579677,5.720257832,2.751205753,3.924182472,3.833860697,5.271796537,3.220853069,4.766997332,7.528218009,5.462165,5.761962734,4.840486146,6.884847123,0,0,0,0,0
SRR3452718,5.658676298,6.095700595,3.642073765,3.738382743,4.776593789,3.922256849,4.684534097,2.292786166,6.874884845,1.546119548,7.822053299,4.04422221,7.124707909,5.964321297,3.160539624,5.586034115,2.536638317,3.303327196,4.523714874,4.2656833,2.684963897,4.89836974,3.716739964,9.572668657,1.417891931,5.060524441,5.602156495,6.13604706,5.332152121,5.310917701,0.102690378,2.3413371,2.117832325,2.395460446,4.278384408,5.724004052,3.113895823,0.544385477,4.540538485,5.223275106,3.043530692,5.427708103,8.992478285,4.771631923,2.104464819,3.212439226,0,8.801613741,4.297361727,6.112087566,7.962811563,4.203652691,6.73070656,6.19857438,5.020901779,5.481863094,3.9028911,4.452374625,4.973261074,0,3.948208725,7.645669866,1.893575007,1.601056074,2.602777776,7.657883639,4.874389128,1.291358963,5.373299814,5.662984812,4.492073459,2.801855411,3.391439173,5.190339213,2.106438443,3.214912942,5.042125732,5.285969087,2.671568749,4.678210589,4.105173013,4.303501386,0,5.483529563,3.789661131,3.847713449,5.431535847,3.808610448,5.122351389,4.621449717,4.505696356,5.418388221,6.48960165,5.334947813,5.254675291,2.294188133,6.339015011,3.963081769,3.518164472,5.941035865,8.242016597,4.603245334,0,2.447539261,3.674938985,3.942696907,9.897782413,5.565594404,6.822993874,5.107239593,3.809239499,0.827043418,8.608678507,3.019883885,4.872524137,3.707858039,7.264843159,4.370692219,2.088129382,4.556745756,5.578650477,4.298158271,5.578080114,3.915449099,5.384996852,4.598751794,8.910144412,6.319141346,3.417422646,0.610236095,3.518548609,7.253707278,5.819106603,5.231994853,3.623853404,5.557499237,3.852648303,4.317047652,2.31027642,5.344180772,5.199046531,6.030465244,5.365576472,2.46007282,4.741885712,6.060155625,4.5383508,6.63621095,5.179310476,4.353904416,6.800676284,4.793598368,8.156710979,4.277447727,5.115143847,8.572299964,5.44963496,8.010159109,5.791453274,6.784144076,1.644719702,3.845639883,4.837769957,5.876265024,7.044810987,8.030938177,5.619300725,7.178035036,6.105320293,7.202740382,2.802751158,5.97944047,0,4.602363698,0.400997989,4.090303256,5.32121963,1.464626449,8.033839357,3.104443348,4.587281511,2.796109921,4.82420059,5.117998467,4.216542324,3.093712449,4.073919351,2.198788949,5.012799853,4.912649721,7.03780381,7.640869687,7.310430695,5.685565806,0,10.27451522,0.938486043,5.326327695,4.483767805,6.955524688,4.084373101,6.692467051,5.964288508,4.814192525,4.97846373,2.721531686,3.6090598,3.454110865,6.017887755,7.025045754,6.859239223,5.509581967,4.380201707,7.388091012,5.56931755,3.804296363,4.162601841,6.986574674,0.574629552,6.978925215,2.980501731,3.437717123,1.933394368,4.994720276,3.405730609,3.335117333,5.446644646,4.103019767,5.852740376,2.486916928,10.41764961,4.84424227,3.134193663,4.629307597,7.055059961,3.923456137,4.747540362,4.602018948,3.588582966,3.191664817,6.140177448,4.942150337,1.946461757,2.307393259,3.503131551,3.038108483,7.155798737,3.216283346,1.991372546,6.236073908,3.324683318,4.000367209,5.038426568,5.23459118,4.758802256,2.687197111,4.617939806,5.66532918,5.055839967,5.306028286,2.569505188,6.467224791,9.094036276,6.075812244,4.441363693,5.19431742,5.614962088,4.031477069,5.087785587,7.943833921,4.170608036,4.695486777,6.846878648,0.294511945,3.499487608,3.515946289,1.849110157,3.223364161,4.297221503,4.091234881,5.393469813,4.130207117,6.397862485,6.873346104,3.026102441,2.38383311,4.492587337,5.468380811,3.205757364,5.646507417,1.303800617,3.273845419,5.833775608,6.757212975,5.436471498,5.165694755,3.849065307,5.966917636,3.749679281,4.518642456,5.80205512,3.968959518,4.143849046,1.747460446,4.706312612,2.731489564,1.7453419,6.545215374,4.163390285,5.159149647,6.149437801,1.388234181,4.477856941,2.202387002,3.82069681,3.529076424,5.434887523,4.414983645,5.60797129,1.623957203,5.97651248,3.680699949,5.995407045,6.865140732,5.418972084,1.550601262,3.51043967,4.880641401,2.917197812,3.394515239,4.41673748,1.553867692,8.981257008,4.074038163,3.797681548,7.662608402,2.655521736,2.85401181,3.310230315,4.199750935,2.691604288,6.653002474,2.933148454,3.77527499,6.159610377,3.944654206,2.41588222,4.553773898,3.181367206,3.990558201,4.666610611,5.59497216,0.458963585,0.157354212,4.238445096,5.049627893,4.192068674,6.881022727,5.377838047,6.13063073,5.287017761,9.129332075,4.058786377,7.583191024,3.49838964,2.874740319,7.235932997,4.880133709,6.718081719,7.751796452,3.456699323,4.148268067,3.626566929,4.176935229,4.093579105,5.023469434,4.238497298,4.986497085,3.705232372,3.401623504,4.793536828,5.091961188,0.664101409,4.06156332,2.940634164,5.232124443,3.215119891,4.947739645,7.146669812,6.086620082,3.449106904,3.544909675,5.134532532,0,0,0,0,0
SRR3452719,5.608635754,6.290280739,3.541980382,3.95146685,4.531582644,3.728066677,4.891197613,2.393872497,6.441811116,1.33260712,7.822967147,3.959977551,7.054382238,5.929490665,2.859977696,5.45747357,2.660587087,2.315122457,5.223433633,4.372923132,2.775021666,4.685097826,3.324516707,9.693177456,1.243823212,4.811217972,5.680756229,6.098740367,5.303308636,4.948408117,0.801975607,1.999038484,2.164183528,2.849767529,4.285699975,5.652641942,2.592805514,3.058839789,3.927525021,5.132296995,2.756975014,5.261796952,9.204694565,4.195597922,2.187039566,3.32968707,0.344844401,8.593630021,4.251872442,6.228244903,8.276796875,4.273493585,6.752664534,6.903706182,5.516624349,5.476251411,3.539639877,4.278308499,5.542173095,0.247062244,3.702922124,6.98661911,1.710319568,1.748966517,2.751303675,7.577963168,4.525761893,0.873889563,5.243021269,5.882074687,4.594461961,2.937334222,4.208198221,5.339957898,2.475534747,3.291199954,5.221134977,5.376748864,2.97604023,4.487412965,3.91886133,3.981608835,0,5.557998022,3.723481128,4.525338137,5.264210474,3.943597598,5.114480262,4.583155897,4.751995582,5.353660669,6.363219341,5.610435083,4.895634073,2.167728831,6.13190327,4.76370667,4.322447804,6.682735535,8.298437542,4.44820956,0,2.188956942,3.465564707,4.15043896,9.874624863,5.621130192,6.61369595,4.838996227,3.469442813,1.435351762,9.06855148,2.817184652,4.729521067,3.83774791,6.93784334,4.086530474,1.942984724,4.653809955,5.537434086,4.067364314,5.857407012,3.781581399,5.24917005,5.267042231,9.241932251,6.218775763,2.994264541,0.416465781,3.569205004,8.249549827,6.152589211,5.406569254,3.720315791,5.481893634,3.664591607,4.28845085,2.690008703,4.979081846,5.099623098,5.532930286,5.174867494,2.592219728,4.469695601,6.433672914,4.350472565,6.436750297,4.578224312,4.243302116,7.224117992,4.833364962,7.501941509,4.176224861,5.438968458,8.05684936,5.761390439,7.248529874,5.988029418,6.879873744,3.098908301,3.807495578,5.830126659,5.505396538,6.523756472,7.710777015,5.106912254,7.070377799,5.551500575,7.080130977,3.285713807,5.521456909,0,4.651609598,0.675526008,4.720533377,4.99277482,1.359050503,7.696976328,3.503775374,4.112607314,3.611896851,4.754945209,5.191738042,3.946660595,3.261621827,3.922991208,1.697769372,4.760736072,4.79621206,8.450466477,7.214555995,7.656162308,5.499521252,0,10.23555837,1.318659287,4.621752059,4.362144071,7.209706059,3.905893253,6.713620503,5.369370091,4.670695901,4.798152464,2.060003791,3.414753621,4.148790722,6.009740805,6.9649499,6.756916748,5.113000357,3.656254833,7.013429173,5.115448516,3.752882366,3.79851737,7.252730679,0.631758063,6.949235041,3.323125612,3.769187774,1.638956566,4.817529121,3.568385801,3.043379504,5.668521904,4.155813256,5.478246749,1.24199512,10.33421381,4.92593312,2.837963621,3.847121306,6.284672752,3.811277117,4.791285229,4.822835823,3.389236523,2.814357026,6.027527419,4.606482618,1.910969766,2.14159824,4.499741053,3.257665719,7.127458493,3.005778129,1.985094889,5.994611447,3.209638643,3.493441494,5.487502235,5.154957451,4.801546859,1.744718256,4.825634482,5.830207526,5.101915557,5.130267794,2.423281803,6.400827328,9.423942866,5.963424415,4.391177862,5.458588084,5.526648591,3.663492297,4.880222378,7.811027525,4.474491595,4.94717899,6.381994645,0.493354257,3.223722643,3.66670036,2.16914349,3.239894284,4.339237672,3.574921951,5.265538951,4.083632072,6.10962966,6.47736512,2.867994682,2.484200531,4.255136766,5.28458594,3.000863375,5.524406125,1.242173216,3.349870387,5.803845759,7.079706936,5.543474973,5.972134375,3.837439219,5.829610765,3.626885427,4.532174241,5.557072292,4.239323644,4.224363547,2.064871818,4.572370387,3.004422289,0.666064841,6.402426729,4.077443065,5.002034838,5.690658875,0.948514134,4.070275711,2.493262274,3.10806272,3.568572832,5.475121631,4.181747961,5.446656886,1.929151299,5.808817614,3.410276242,5.668976293,6.876937673,5.378557331,1.38261137,3.387632469,4.881622679,3.081516715,3.320812316,4.491848223,1.149836198,8.863924033,3.631006586,3.659314023,7.650381817,2.592447708,2.583059774,3.269157506,4.145099854,2.325149496,6.660692113,2.792602807,4.065690521,6.268219437,3.824709615,2.50799096,4.386987618,3.075095478,3.69939705,4.396051776,5.856614165,0,0.055476112,4.370342095,5.051970766,4.057595574,6.727769045,5.873940068,5.954551868,5.254670832,8.455588978,3.453979089,7.419519964,3.229073967,2.679343396,7.659317634,4.612201026,6.918586583,7.642621017,3.809848422,3.927475053,3.536338426,3.843624633,4.066138112,5.330561483,3.546198466,4.645254926,3.520179705,3.56253417,4.874135456,4.992711066,0.521378448,3.926303207,3.161373701,4.954438802,3.522003003,4.946045979,7.343677627,5.820377173,4.992883878,3.262446538,5.352633223,0,0,0,0,0
SRR3452720,6.140636342,4.989919786,1.316647412,2.930163362,4.921044135,4.751225305,5.481565418,2.195931488,6.104532522,2.402876314,9.093210731,4.396525461,6.413614763,6.193910468,3.962075512,6.685490217,2.96205311,2.113016657,2.836699163,1.878113219,2.990041227,4.448374443,5.702483844,8.863905795,1.662250626,5.58287368,4.895223116,6.921132599,4.773763503,5.625853062,0.037574803,1.397905891,4.839187811,3.683886967,4.663790454,5.969192909,2.959952242,0.107105318,4.785173037,5.62078207,3.051539855,7.270377891,7.432492326,4.843789379,1.916477027,4.498947279,0,9.867497353,4.173563375,6.902754609,8.302631257,3.843924166,6.086114671,4.550265591,5.23411239,4.822592499,5.338175577,4.878444327,2.489366955,0.199387782,4.437849727,9.751334836,2.561843972,3.274643794,1.445860162,7.748011609,5.561696173,1.201505267,3.917463454,6.104075127,4.506606766,3.266602164,3.506189979,5.68701958,2.930320457,2.256028769,6.085175312,4.808345868,3.222879352,4.929751522,3.874578431,5.199194115,0,7.108558276,4.21647675,4.780424229,3.914808077,2.402103006,4.978148668,7.229377732,4.393136916,5.018245187,6.38052685,6.844282047,5.821774084,3.214440671,6.493864606,3.26735736,1.620265932,1.650006256,6.373230914,5.326778245,0,1.896150925,3.615872717,4.214914496,10.14005493,6.85717062,6.701529304,5.267377662,4.576496924,2.259615077,2.593735013,3.241509515,4.753298969,4.4960244,8.875162981,4.332309795,2.421718007,1.229603918,5.523288069,5.005453392,6.480485517,3.028788369,5.455289208,5.971371731,8.441663726,6.785189624,3.743207525,0.320721497,6.223883571,6.756685395,5.346361965,4.215175585,5.579392246,4.393378169,2.777835446,5.448290781,0.64052746,4.84601916,4.407244579,8.132302816,4.570122558,3.720427434,5.0055694,6.945850391,5.356696162,5.620077389,5.373019775,5.039252427,5.959766122,8.070347823,8.604115206,4.132241134,2.003329142,9.57159851,6.259469309,6.965452277,5.787818476,7.107651299,0.619356663,3.176372085,5.005318194,6.125728912,8.215811582,5.381851305,5.787228239,5.197280436,6.439573224,6.514728617,3.582865222,5.901544462,0,3.732468276,0.495797478,3.48290519,4.044195363,2.940376325,7.864238768,3.64820967,5.89380995,3.014985085,5.036302433,5.293512076,5.163880288,1.751930261,4.316971145,2.237463681,5.385715234,4.73389975,4.816885094,6.957969755,6.822449662,6.143038885,0.632293346,9.504311536,1.980384741,6.99976153,4.633776497,7.56154131,4.55430888,6.653190046,7.400737968,6.617182256,5.657963632,2.855323991,3.573253933,4.496918505,6.395367951,7.954927641,8.415109129,4.564271761,4.876999107,7.660543599,6.48899299,3.857116213,3.530633249,5.631959341,0.210640722,6.489560982,3.849217571,2.319103131,4.241899964,4.803285683,5.957099835,3.037088557,4.569468671,4.283756905,5.547795223,0.933901173,10.69698461,5.154567818,3.84747634,5.212677148,2.236644457,3.758043656,5.053050021,4.74932187,3.729686865,2.982021019,7.938401648,5.413337127,2.162652833,3.145681205,5.66520469,2.392123951,7.693579691,4.231709416,2.43356361,6.702235269,4.302578391,4.570883292,5.60943984,5.864832055,4.864864609,4.49443078,7.605213067,4.850923509,4.569988512,5.500218357,3.470130745,4.841796292,10.13871443,5.945489838,4.976207855,5.298961154,5.993942272,3.890243261,5.635610202,7.2077098,3.523457827,3.425269422,8.285292144,1.050313621,4.325033902,3.4788142,0.98270341,3.27827073,5.578027687,4.116114692,5.064357262,4.40888818,5.396209403,7.580949961,3.884826663,1.997679002,4.156129201,7.807017401,3.624351268,5.657680873,2.127616773,7.139700914,8.097326022,6.741091783,4.725372203,4.7681596,5.710112231,6.141510961,4.818695774,5.248090301,6.45413999,2.004695177,4.524687321,2.088347536,2.950487451,2.636959345,6.497781325,6.377632074,3.964879882,5.961041248,5.713435485,2.10014542,3.635998921,1.651873262,6.624925616,3.930013065,5.995583966,4.635549057,4.529161715,1.801829136,5.338354881,4.366363973,7.125138007,6.438632989,4.832585244,0.774641597,1.837740241,5.886336434,3.342807309,3.174738609,5.066841392,3.282218417,9.478946582,3.421636958,2.732224908,8.040949357,3.949421381,2.757925716,3.801383736,3.24462665,3.068406321,7.931348905,3.304344129,2.243775391,5.836161423,1.571191866,2.848680422,4.360183612,4.555923004,4.618487464,6.874212086,6.242967344,0.303358762,0.075373806,5.010929784,5.367537518,3.414074495,6.519927986,5.885755398,1.938207491,6.777520503,10.13221086,4.407092675,6.151762294,3.764173091,3.3119727,7.937953583,5.922918445,7.773658187,7.664081236,4.098510515,2.886664856,3.710204494,7.984294065,4.028018047,3.42182732,1.276012411,5.488163386,4.329473605,4.240815216,5.841911245,5.318825491,3.1613658,4.210188095,3.017129633,5.939947439,3.32809583,5.577016959,6.796032183,6.379608799,5.340937919,4.130571469,8.48179586,0,0,0,0,1
